Genre;Bibl;ContextBefore;Hit;ContextAfter;wh-Phrase;Sluice?;If no sluice: What is it then?;If sluice: embedding predicate;Number of embedding verb chunk;Merger/Sprouting;Negation;sentence length;POStagged hit;POStagged context_before;POStag wh-phrase;last verbal element before wh-phrase;embedding verb = last verbal element?;prediction
Zeitung;Die Zeit, 25.03.1999, Nr. 13;Je besser das Feedback, desto mehr profitiert der Kandidat davon.;Auch wer abgelehnt wurde, weiß dann wenigstens, warum.;Daher sollte jeder Bewerber möglichst direkt im Anschluß an das AC eine ausführliche Rückmeldung bekommen, in der detailliert auf sein Verhalten eingegangen wird.;warum;y;;wissen;-1;s;n;8;[['Auch', 'ADV', 'auch'], ['wer', 'PWS', 'wer'], ['abgelehnt', 'VVPP', 'ablehnen'], ['wurde', 'VAFIN', 'werden'], [',', '$,', ','], ['weiß', 'VVFIN', 'wissen'], ['dann', 'ADV', 'dann'], ['wenigstens', 'ADV', 'wenigstens'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Je', 'ADV', 'je'], ['besser', 'ADJD', 'gut'], ['das', 'ART', 'die'], ['Feedback', 'NN', 'Feedback'], [',', '$,', ','], ['desto', 'KON', 'desto'], ['mehr', 'ADV', 'mehr'], ['profitiert', 'VVFIN', 'profitieren'], ['der', 'ART', 'die'], ['Kandidat', 'NN', 'Kandidat'], ['davon', 'PTKVZ', 'davon'], ['.', '$.', '.']];PWAV;wissen;y;
Zeitung;Die Zeit, 21.10.1999, Nr. 43;Bevor Renault im März bei Nissan mit einem Anteil von 36,8 Prozent einstieg, hatten sich DaimlerChrysler-Chef Jürgen Schrempp und seine Experten bei dem japanischen Hersteller umgesehen - und die Finger davon gelassen.;Inzwischen ist klar, warum.;Ein extrem hoher Schuldenberg und ein verzetteltes Modellprogramm ließen eine rasche Sanierung kaum möglich erscheinen.;warum;y;;klar sein;-1;s;n;4;[['Inzwischen', 'ADV', 'inzwischen'], ['ist', 'VAFIN', 'sein'], ['klar', 'ADJD', 'klar'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Bevor', 'KOUS', 'bevor'], ['Renault', 'NE', 'Renault'], ['im', 'APPRART', 'in'], ['März', 'NN', 'März'], ['bei', 'APPR', 'bei'], ['Nissan', 'NE', 'Nissan'], ['mit', 'APPR', 'mit'], ['einem', 'ART', 'eine'], ['Anteil', 'NN', 'Anteil'], ['von', 'APPR', 'von'], ['36,8', 'CARD', '@card@'], ['Prozent', 'NN', 'Prozent'], ['einstieg', 'VVFIN', 'einsteigen'], [',', '$,', ','], ['hatten', 'VAFIN', 'haben'], ['sich', 'PRF', 'sich'], ['DaimlerChrysler-Chef', 'NN', '<unknown>'], ['Jürgen', 'NE', '<unknown>'], ['Schrempp', 'NE', 'Schrempp'], ['und', 'KON', 'und'], ['seine', 'PPOSAT', 'sein'], ['Experten', 'NN', 'Experte'], ['bei', 'APPR', 'bei'], ['dem', 'ART', 'die'], ['japanischen', 'ADJA', 'japanisch'], ['Hersteller', 'NN', 'Hersteller'], ['umgesehen', 'VVPP', 'umsehen'], ['-', '$(', '-'], ['und', 'KON', 'und'], ['die', 'ART', 'die'], ['Finger', 'NN', 'Finger'], ['davon', 'PAV', 'davon'], ['gelassen', 'VVPP', 'lassen'], ['.', '$.', '.']];PWAV;sein;y;
Zeitung;Die Zeit, 04.11.1999, Nr. 45;Wer den Jakob und seine großen Sprüche aus der direkten Leere seiner Hirnfaszikel einmal gehört hat, diese leeren Hirnsegel, die dann und wann eine geklonte Blase unverstandener Termini seines grad aktuellen philosophischen Oberhirten entlassen, der weiß, was die Stunde geschlagen hat - und Edgar leckt sich den Speichel der Bewunderung für dieses unreife Ungeheuer aus den Mundwinkeln.;Er wird schon wissen, warum.;Das sieht jetzt so aus, als würde ich meine Patienten nicht lieben, was doch meine erste ärztliche Pflicht ist.;warum;y;;wissen;-1;s;n;5;[['Er', 'PPER', 'er'], ['wird', 'VAFIN', 'werden'], ['schon', 'ADV', 'schon'], ['wissen', 'VVINF', 'wissen'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Wer', 'PWS', 'wer'], ['den', 'ART', 'die'], ['Jakob', 'NE', 'Jakob'], ['und', 'KON', 'und'], ['seine', 'PPOSAT', 'sein'], ['großen', 'ADJA', 'groß'], ['Sprüche', 'NN', 'Spruch'], ['aus', 'APPR', 'aus'], ['der', 'ART', 'die'], ['direkten', 'ADJA', 'direkt'], ['Leere', 'NN', 'Leere'], ['seiner', 'PPOSAT', 'sein'], ['Hirnfaszikel', 'NN', '<unknown>'], ['einmal', 'ADV', 'einmal'], ['gehört', 'VVPP', 'gehören|hören'], ['hat', 'VAFIN', 'haben'], [',', '$,', ','], ['diese', 'PDAT', 'dies'], ['leeren', 'ADJA', 'leer'], ['Hirnsegel', 'NN', '<unknown>'], [',', '$,', ','], ['die', 'PRELS', 'die'], ['dann', 'ADV', 'dann'], ['und', 'KON', 'und'], ['wann', 'PWAV', 'wann'], ['eine', 'ART', 'eine'], ['geklonte', 'ADJA', 'geklont'], ['Blase', 'NN', 'Blase'], ['unverstandener', 'ADJA', 'unverstanden'], ['Termini', 'NN', 'Terminus'], ['seines', 'PPOSAT', 'sein'], ['grad', 'ADJA', '<unknown>'], ['aktuellen', 'ADJA', 'aktuell'], ['philosophischen', 'ADJA', 'philosophisch'], ['Oberhirten', 'NN', 'Oberhirte'], ['entlassen', 'VVPP', 'entlassen'], [',', '$,', ','], ['der', 'PDS', 'die'], ['weiß', 'VVFIN', 'wissen'], [',', '$,', ','], ['was', 'PRELS', 'was'], ['die', 'ART', 'die'], ['Stunde', 'NN', 'Stunde'], ['geschlagen', 'VVPP', 'schlagen'], ['hat', 'VAFIN', 'haben'], ['-', '$(', '-'], ['und', 'KON', 'und'], ['Edgar', 'NE', 'Edgar'], ['leckt', 'VVFIN', 'lecken'], ['sich', 'PRF', 'sich'], ['den', 'ART', 'die'], ['Speichel', 'NN', 'Speichel'], ['der', 'ART', 'die'], ['Bewunderung', 'NN', 'Bewunderung'], ['für', 'APPR', 'für'], ['dieses', 'PDAT', 'dies'], ['unreife', 'ADJA', 'unreif'], ['Ungeheuer', 'NN', 'Ungeheuer'], ['aus', 'APPR', 'aus'], ['den', 'ART', 'die'], ['Mundwinkeln', 'NN', 'Mundwinkel'], ['.', '$.', '.']];PWAV;wissen;y;
Belletristik;Degenhardt, Franz Josef: Für ewig und drei Tage, Berlin: Aufbau-Verl. 1999, S. 51;Konrad von Parzam war Ende des 19. Jahrhunderts, in dem er gelebt hatte, heiliggesprochen worden.;Gott weiß warum.;Aber in der Familie vermutete man, Roggenkamp habe sich diesen in der Heiligengeschichte als Wohltäter fahrender Handwerksgesellen und Kinderfreund bezeichneten Kapuzinerbruder aus einem ganz gewissen Grund zum Schutzpatron erkoren:;warum;n;frozen expression;;;;n;3;[['Gott', 'NN', 'Gott'], ['weiß', 'PTKVZ', 'weiß'], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Konrad', 'NE', 'Konrad'], ['von', 'APPR', 'von'], ['Parzam', 'NN', '<unknown>'], ['war', 'VAFIN', 'sein'], ['Ende', 'NN', 'Ende'], ['des', 'ART', 'die'], ['19', 'CARD', '19'], ['.', '$.', '.'], ['Jahrhunderts', 'NN', 'Jahrhundert'], [',', '$,', ','], ['in', 'APPR', 'in'], ['dem', 'PRELS', 'die'], ['er', 'PPER', 'er'], ['gelebt', 'VVPP', 'leben'], ['hatte', 'VAFIN', 'haben'], [',', '$,', ','], ['heiliggesprochen', 'VVPP', 'heiligsprechen'], ['worden', 'VAPP', 'werden'], ['.', '$.', '.']];PWAV;heiligsprechen;NA;
Belletristik;Lebert, Benjamin: Crazy, Köln: Kiepenheuer & Witsch 1999 [1999], S. 64;»Das hat viel mit der Angst vorm Leben zu tun«, antwortet Janosch.;»Ich weiß auch nicht, warum.;Das dauernde Gefühl, etwas erreichen zu wollen vielleicht. «;warum;y;;wissen;-1;s;y, nicht;5;[['»', 'NN', '<unknown>'], ['Ich', 'PPER', 'ich'], ['weiß', 'VVFIN', 'wissen'], ['auch', 'ADV', 'auch'], ['nicht', 'PTKNEG', 'nicht'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['»', 'NN', '<unknown>'], ['Das', 'PDS', 'die'], ['hat', 'VAFIN', 'haben'], ['viel', 'ADV', 'viel'], ['mit', 'APPR', 'mit'], ['der', 'ART', 'die'], ['Angst', 'NN', 'Angst'], ['vorm', 'APPRART', 'vorm'], ['Leben', 'NN', 'Leben'], ['zu', 'PTKZU', 'zu'], ['tun', 'VVINF', 'tun'], ['«', 'VVFIN', '<unknown>'], [',', '$,', ','], ['antwortet', 'VVFIN', 'antworten'], ['Janosch', 'NE', 'Janosch'], ['.', '$.', '.']];PWAV;wissen;y;
Belletristik;Lebert, Benjamin: Crazy, Köln: Kiepenheuer & Witsch 1999 [1999], S. 69;Mein Verstand vielleicht.;Keine Ahnung, warum.;Aber heute trinke ich.;warum;y;;keine Ahnung haben;-1;s;y, keine Ahnung;3;[['Keine', 'PIAT', 'keine'], ['Ahnung', 'NN', 'Ahnung'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Mein', 'PPOSAT', 'mein'], ['Verstand', 'NN', 'Verstand'], ['vielleicht', 'ADV', 'vielleicht'], ['.', '$.', '.']];PWAV;keine Ahnung haben;y;
Belletristik;Lebert, Benjamin: Crazy, Köln: Kiepenheuer & Witsch 1999 [1999], S. 73;Es ist irgendwie lustig.;Ich weiß auch nicht, warum.;Ich trinke gleich noch etwas.;warum;y;;wissen;-1;m, bef;y, nicht;5;[['Ich', 'PPER', 'ich'], ['weiß', 'VVFIN', 'wissen'], ['auch', 'ADV', 'auch'], ['nicht', 'PTKNEG', 'nicht'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Es', 'PPER', 'es'], ['ist', 'VAFIN', 'sein'], ['irgendwie', 'ADV', 'irgendwie'], ['lustig', 'ADJD', 'lustig'], ['.', '$.', '.']];PWAV;wissen;y;
Belletristik;Lebert, Benjamin: Crazy, Köln: Kiepenheuer & Witsch 1999 [1999], S. 81;Irgendwie ist das cooler als alles andere.;Ich weiß auch nicht warum.;Ich finde es crazy.;warum;y;;wissen;-1;m, bef;y, nicht;5;[['Ich', 'PPER', 'ich'], ['weiß', 'VVFIN', 'wissen'], ['auch', 'ADV', 'auch'], ['nicht', 'PTKNEG', 'nicht'], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Irgendwie', 'ADV', 'irgendwie'], ['ist', 'VAFIN', 'sein'], ['das', 'PDS', 'die'], ['cooler', 'ADJD', 'cool'], ['als', 'KOKOM', 'als'], ['alles', 'PIS', 'alle'], ['andere', 'PIS', 'andere'], ['.', '$.', '.']];PWAV;wissen;y;
Belletristik;Lebert, Benjamin: Crazy, Köln: Kiepenheuer & Witsch 1999 [1999], S. 89;»Ich pisse ins Bett.;Ich weiß auch nicht, warum.;Niemand würde das verstehen.;warum;y;;wissen;-1;s;y, nicht;5;[['Ich', 'PPER', 'ich'], ['weiß', 'VVFIN', 'wissen'], ['auch', 'ADV', 'auch'], ['nicht', 'PTKNEG', 'nicht'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['»', 'NN', '<unknown>'], ['Ich', 'PPER', 'ich'], ['pisse', 'VVFIN', 'pissen'], ['ins', 'APPRART', 'in'], ['Bett', 'NN', 'Bett'], ['.', '$.', '.']];PWAV;wissen;y;
Belletristik;Lebert, Benjamin: Crazy, Köln: Kiepenheuer & Witsch 1999 [1999], S. 102;Ich habe Angst.;Ich weiß auch nicht, warum.;Wahrscheinlich vor der Nacht.;warum;y;;wissen;-1;s;y, nicht;5;[['Ich', 'PPER', 'ich'], ['weiß', 'VVFIN', 'wissen'], ['auch', 'ADV', 'auch'], ['nicht', 'PTKNEG', 'nicht'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Ich', 'PPER', 'ich'], ['habe', 'VAFIN', 'haben'], ['Angst', 'NN', 'Angst'], ['.', '$.', '.']];PWAV;wissen;y;
Belletristik;Lebert, Benjamin: Crazy, Köln: Kiepenheuer & Witsch 1999 [1999], S. 130;Zu weit.;Ich weiß auch nicht, warum.;Irgendwie sehe ich keinen Sinn, Janosch.;warum;y;;wissen;-1;s;y, nicht;5;[['Ich', 'PPER', 'ich'], ['weiß', 'VVFIN', 'wissen'], ['auch', 'ADV', 'auch'], ['nicht', 'PTKNEG', 'nicht'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Zu', 'APPR', 'zu'], ['weit.', 'NE', '<unknown>']];PWAV;wissen;y;
Gebrauchsliteratur;Hars, Wolfgang: Nichts ist unmöglich! Lexikon der Werbesprüche, München: Piper 2001 [1999], S. 190;Der Spruch, den er für die Serie der Allianz dazuschrieb, war knapp, prägnant und sollte einer der erfolgreichsten Slogans der Werbebranche werden: »... hoffentlich Allianz versichert!«;Ein mit Beute beladener Dieb oder ein Unfallverletzter machte deutlich, warum.;Dem Werbeleiter gefielen die Figuren, den sie paßten hervorragend zu einer Idee, die er gerade selbst entwickelte.;warum;y;;deutlich machen;-1;s;n;11;[['Ein', 'ART', 'eine'], ['mit', 'APPR', 'mit'], ['Beute', 'NN', 'Beute'], ['beladener', 'ADJA', 'beladener'], ['Dieb', 'NN', 'Dieb'], ['oder', 'KON', 'oder'], ['ein', 'ART', 'eine'], ['Unfallverletzter', 'NN', '<unknown>'], ['machte', 'VVFIN', 'machen'], ['deutlich', 'ADJD', 'deutlich'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Der', 'ART', 'die'], ['Spruch', 'NN', 'Spruch'], [',', '$,', ','], ['den', 'PRELS', 'die'], ['er', 'PPER', 'er'], ['für', 'APPR', 'für'], ['die', 'ART', 'die'], ['Serie', 'NN', 'Serie'], ['der', 'ART', 'die'], ['Allianz', 'NN', 'Allianz'], ['dazuschrieb', 'VVFIN', '<unknown>'], [',', '$,', ','], ['war', 'VAFIN', 'sein'], ['knapp', 'ADJD', 'knapp'], [',', '$,', ','], ['prägnant', 'ADJD', 'prägnant'], ['und', 'KON', 'und'], ['sollte', 'VMFIN', 'sollen'], ['einer', 'PIS', 'eine'], ['der', 'ART', 'die'], ['erfolgreichsten', 'ADJA', 'erfolgreich'], ['Slogans', 'NN', 'Slogan'], ['der', 'ART', 'die'], ['Werbebranche', 'NN', 'Werbebranche'], ['werden', 'VAINF', 'werden'], [':', '$.', ':'], ['»', 'NN', '<unknown>'], ['...', '$.', '...'], ['hoffentlich', 'ADV', 'hoffentlich'], ['Allianz', 'NN', 'Allianz'], ['versichert', 'VVPP', 'versichern'], ['!', '$.', '!'], ['«', 'NN', '<unknown>']];PWAV;machen;y;
Belletristik;Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 11;Das größte aber war »Bezaubernde Jeannie«.;Ich weiß nicht warum.;Das einladende Dekollete von Barbara Eden hat mir erst Jahre später etwas gesagt.;warum;y;;wissen;-1;s;y, nicht;4;[['Ich', 'PPER', 'ich'], ['weiß', 'VVFIN', 'wissen'], ['nicht', 'PTKNEG', 'nicht'], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Das', 'ART', 'die'], ['größte', 'ADJA', 'groß'], ['aber', 'ADV', 'aber'], ['war', 'VAFIN', 'sein'], ['»', 'ADJD', '<unknown>'], ['Bezaubernde', 'ADJA', 'bezaubernd'], ['Jeannie', 'NN', '<unknown>'], ['«', 'ADJD', '<unknown>'], ['.', '$.', '.']];PWAV;wissen;y;
Belletristik;Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 224;Sie konnte jetzt sehen, daß sie mich liebte.;Das hatte sie bisher nicht sehen können, weiß der Teufel, warum.;Ich sah jetzt, daß sie es jetzt sah.;warum;n;frozen expression;;;;n;11;[['Das', 'PDS', 'die'], ['hatte', 'VAFIN', 'haben'], ['sie', 'PPER', 'sie'], ['bisher', 'ADV', 'bisher'], ['nicht', 'PTKNEG', 'nicht'], ['sehen', 'VVINF', 'sehen'], ['können', 'VMINF', 'können'], [',', '$,', ','], ['weiß', 'VVFIN', 'wissen'], ['der', 'ART', 'die'], ['Teufel', 'NN', 'Teufel'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Sie', 'PPER', 'Sie'], ['konnte', 'VMFIN', 'können'], ['jetzt', 'ADV', 'jetzt'], ['sehen', 'VVINF', 'sehen'], [',', '$,', ','], ['daß', 'KOUS', 'dass'], ['sie', 'PPER', 'sie'], ['mich', 'PPER', 'ich'], ['liebte', 'VVFIN', 'lieben'], ['.', '$.', '.']];PWAV;wissen;NA;
Belletristik;Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 171;Eine Uhr! machte Haueisen wegwerfend, eine Uhr zu zerdeppern, ob das ein Verbrechen sei?;Er habe vergessen, warum.;Oder er habe es nicht vergessen, und werde es Paul nicht verraten.;warum;y;;vergessen;-1;s;n;4;[['Er', 'PPER', 'er'], ['habe', 'VAFIN', 'haben'], ['vergessen', 'VVPP', 'vergessen'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Eine', 'ART', 'eine'], ['Uhr', 'NN', 'Uhr'], ['!', '$.', '!'], ['machte', 'VVFIN', 'machen'], ['Haueisen', 'NN', 'Haueisen'], ['wegwerfend', 'ADJD', 'wegwerfend'], [',', '$,', ','], ['eine', 'ART', 'eine'], ['Uhr', 'NN', 'Uhr'], ['zu', 'PTKZU', 'zu'], ['zerdeppern', 'VVINF', '<unknown>'], [',', '$,', ','], ['ob', 'KOUS', 'ob'], ['das', 'PDS', 'die'], ['ein', 'ART', 'eine'], ['Verbrechen', 'NN', 'Verbrechen'], ['sei', 'VAFIN', 'sein'], ['?', '$.', '?']];PWAV;vergessen;y;
Belletristik;Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 76;"Daniela saß mürrisch neben mir; während der ganzen Fahrt sprach sie kaum ein Wort.";Sie mißtraute mir, aber sie wußte nicht, warum.;Als sie ausstieg, schaute ich auf die Uhr: die Feierlichkeiten in N. würden schon begonnen haben, wenn ich mich beeilte, konnte ich womöglich seine Ansprache noch hören.;warum;y;;wissen;-1;s;y, nicht;8;[['Sie', 'PPER', 'Sie'], ['mißtraute', 'VVFIN', 'misstrauen'], ['mir', 'PPER', 'ich'], [',', '$,', ','], ['aber', 'KON', 'aber'], ['sie', 'PPER', 'sie'], ['wußte', 'VVFIN', 'wissen'], ['nicht', 'PTKNEG', 'nicht'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];"[['Daniela', 'NE', 'Daniela'], ['saß', 'VVFIN', 'sitzen'], ['mürrisch', 'ADJD', 'mürrisch'], ['neben', 'APPR', 'neben'], ['mir', 'PPER', 'ich'], [';', '$.', ';'], ['während', 'KOUS', 'während'], ['der', 'ART', 'die'], ['ganzen', 'ADJA', 'ganz'], ['Fahrt', 'NN', 'Fahrt'], ['sprach', 'VVFIN', 'sprechen'], ['sie', 'PPER', 'sie'], ['kaum', 'ADV', 'kaum'], ['ein', 'ART', 'eine'], ['Wort', 'NN', 'Wort'], ['.', '$.', '.']]";PWAV;wissen;y;
Belletristik;Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 87;"Es war ein wüster Abend, bei dem viel geschrien und grell gelacht wurde; die Darsteller jagten einander über die Bühne, es knallte an allen Ecken und Enden, so daß man den Text kaum verstand.";Manchmal stieg Nebel auf, und immer wieder dröhnte Musik aus den Lautsprechern, die abrupt wieder abbrach, ohne daß ich begriff, warum.;"Es war betäubend; ich fand es trotzdem langweilig, aber bestimmt war ich mit den Gedanken nicht dabei.";warum;y;;begreifen;-1;s;y, ohne;21;[['Manchmal', 'ADV', 'manchmal'], ['stieg', 'VVFIN', 'steigen'], ['Nebel', 'NN', 'Nebel'], ['auf', 'PTKVZ', 'auf'], [',', '$,', ','], ['und', 'KON', 'und'], ['immer', 'ADV', 'immer'], ['wieder', 'ADV', 'wieder'], ['dröhnte', 'VVFIN', 'dröhnen'], ['Musik', 'NN', 'Musik'], ['aus', 'APPR', 'aus'], ['den', 'ART', 'die'], ['Lautsprechern', 'NN', 'Lautsprecher'], [',', '$,', ','], ['die', 'PRELS', 'die'], ['abrupt', 'ADJD', 'abrupt'], ['wieder', 'ADV', 'wieder'], ['abbrach', 'VVFIN', 'abbrechen'], [',', '$,', ','], ['ohne', 'APPR', 'ohne'], ['daß', 'KOUS', 'dass'], ['ich', 'PPER', 'ich'], ['begriff', 'VVFIN', 'begreifen'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];"[['Es', 'PPER', 'es'], ['war', 'VAFIN', 'sein'], ['ein', 'ART', 'eine'], ['wüster', 'ADJA', 'wüst'], ['Abend', 'NN', 'Abend'], [',', '$,', ','], ['bei', 'APPR', 'bei'], ['dem', 'PRELS', 'die'], ['viel', 'ADV', 'viel'], ['geschrien', 'VVPP', 'schreien'], ['und', 'KON', 'und'], ['grell', 'ADJD', 'grell'], ['gelacht', 'VVPP', 'lachen'], ['wurde', 'VAFIN', 'werden'], [';', '$.', ';'], ['die', 'ART', 'die'], ['Darsteller', 'NN', 'Darsteller'], ['jagten', 'VVFIN', 'jagen'], ['einander', 'PRF', 'einander'], ['über', 'APPR', 'über'], ['die', 'ART', 'die'], ['Bühne', 'NN', 'Bühne'], [',', '$,', ','], ['es', 'PPER', 'es'], ['knallte', 'VVFIN', 'knallen'], ['an', 'APPR', 'an'], ['allen', 'PIAT', 'alle'], ['Ecken', 'NN', 'Ecke'], ['und', 'KON', 'und'], ['Enden', 'NN', 'Ende|Enden'], [',', '$,', ','], ['so', 'ADV', 'so'], ['daß', 'KOUS', 'dass'], ['man', 'PIS', 'man'], ['den', 'ART', 'die'], ['Text', 'NN', 'Text'], ['kaum', 'ADV', 'kaum'], ['verstand', 'VVFIN', 'verstehen'], ['.', '$.', '.']]";PWAV;begreifen;y;
Zeitung;Die Zeit, 05.01.2000, Nr. 2;Erst durch seine Stücke entstand so etwas wie ein permanentes klassisches Repertoire - weil sie so gut waren.;Merken Sie sich zwei Dinge, wenn Sie wissen wollen, warum.;Erstens: intellektuelle Tiefe.;warum;y;;wissen;-1;s;n;10;[['Merken', 'VVFIN', 'merken'], ['Sie', 'PPER', 'Sie'], ['sich', 'PRF', 'sich'], ['zwei', 'CARD', 'zwei'], ['Dinge', 'NN', 'Ding'], [',', '$,', ','], ['wenn', 'KOUS', 'wenn'], ['Sie', 'PPER', 'Sie'], ['wissen', 'VVINF', 'wissen'], ['wollen', 'VMFIN', 'wollen'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Erst', 'ADV', 'erst'], ['durch', 'APPR', 'durch'], ['seine', 'PPOSAT', 'sein'], ['Stücke', 'NN', 'Stück'], ['entstand', 'VVFIN', 'entstehen'], ['so', 'ADV', 'so'], ['etwas', 'PIS', 'etwas'], ['wie', 'KOKOM', 'wie'], ['ein', 'ART', 'eine'], ['permanentes', 'ADJA', 'permanent'], ['klassisches', 'ADJA', 'klassisch'], ['Repertoire', 'NN', 'Repertoire'], ['-', '$(', '-'], ['weil', 'KOUS', 'weil'], ['sie', 'PPER', 'sie'], ['so', 'ADV', 'so'], ['gut', 'ADJD', 'gut'], ['waren', 'VAINF', 'sein'], ['.', '$.', '.']];PWAV;wollen;n;
Zeitung;Die Zeit, 27.01.2000, Nr. 5;Vor einem Phänomen besonderer Art steht dieser Tage Spanien.;Kiloschwere Eisbrocken regnen vom Himmel, man weiß nicht recht, wie und warum.;Die Europäische Weltraumbehörde hat eine Expertenkommission eingesetzt.;warum;y;;wissen;-1;s;y, nicht;12;[['Kiloschwere', 'ADJA', 'kiloschwer'], ['Eisbrocken', 'NN', 'Eisbrocken'], ['regnen', 'VVFIN', 'regnen'], ['vom', 'APPRART', 'von'], ['Himmel', 'NN', 'Himmel'], [',', '$,', ','], ['man', 'PIS', 'man'], ['weiß', 'VVFIN', 'wissen'], ['nicht', 'PTKNEG', 'nicht'], ['recht', 'ADJD', 'recht'], [',', '$,', ','], ['wie', 'KOUS', 'wie'], ['und', 'KON', 'und'], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Vor', 'APPR', 'vor'], ['einem', 'ART', 'eine'], ['Phänomen', 'NN', 'Phänomen'], ['besonderer', 'ADJA', 'besonder'], ['Art', 'NN', 'Art'], ['steht', 'VVFIN', 'stehen'], ['dieser', 'PDAT', 'dies'], ['Tage', 'NN', 'Tag'], ['Spanien', 'NE', 'Spanien'], ['.', '$.', '.']];PWAV;wissen;y;
Zeitung;Die Zeit, 03.02.2000, Nr. 6;Ich habe auch schon mal ein Ehrenwort gegeben, meinem Freund David, dass wir immer Freunde bleiben.;Der David hat mir auch eins gegeben, aber ich habe vergessen, warum.;Wenn man jemandem ein Ehrenwort gibt, dann vertraut der einem.;warum;y;;vergessen;-1;s;n;12;[['Der', 'ART', 'die'], ['David', 'NE', 'David'], ['hat', 'VAFIN', 'haben'], ['mir', 'PPER', 'ich'], ['auch', 'ADV', 'auch'], ['eins', 'CARD', 'eins'], ['gegeben', 'VVPP', 'geben'], [',', '$,', ','], ['aber', 'KON', 'aber'], ['ich', 'PPER', 'ich'], ['habe', 'VAFIN', 'haben'], ['vergessen', 'VVPP', 'vergessen'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Ich', 'PPER', 'ich'], ['habe', 'VAFIN', 'haben'], ['auch', 'ADV', 'auch'], ['schon', 'ADV', 'schon'], ['mal', 'ADV', 'mal'], ['ein', 'ART', 'eine'], ['Ehrenwort', 'NN', 'Ehrenwort'], ['gegeben', 'VVPP', 'geben'], [',', '$,', ','], ['meinem', 'PPOSAT', 'mein'], ['Freund', 'NN', 'Freund'], ['David', 'NE', 'David'], [',', '$,', ','], ['dass', 'KOUS', 'dass'], ['wir', 'PPER', 'wir'], ['immer', 'ADV', 'immer'], ['Freunde', 'NN', 'Freund'], ['bleiben', 'VVFIN', 'bleiben'], ['.', '$.', '.']];PWAV;vergessen;y;
